question,correct_answer_letter,model_answer,rerank_rag_is_correct,model_full_response,rag_context_used,rag_context_filenames,max_score,mean_score
"A 76-year-old man is brought to the physician by his wife because of low back pain and weakness for the past 4 weeks. He says that the pain is sharp, radiates to his left side, and has a burning quality. He has had a cough occasionally productive of blood-streaked sputum for the past 2 months. He has had 3.2-kg (7.0-lb) weight loss in that time. He is now unable to walk without assistance and has had constipation and difficulty urinating for the past 2 weeks. He has hypertension treated with enalapril. He has smoked 1 pack of cigarettes daily for 60 years. His temperature is 37°C (98.6°F), pulse is 75/min, and blood pressure is 150/80 mm Hg. He is oriented to person, place, and time. Neurologic examination shows 3/5 strength of the lower extremities. Deep tendon reflexes are hyperreflexive. Babinski sign is present bilaterally. Sensory examination shows decreased sensation to pinprick below the T4 dermatome. He is unable to lie recumbent due to severe pain. An x-ray of the chest shows multiple round opacities of varying sizes in both lungs. Which of the following is the most appropriate next step in the management of this patient?

Options:
A: Radiation therapy
B: Intravenous dexamethasone therapy
C: Intravenous acyclovir therapy
D: Intravenous ceftriaxone and azithromycin therapy
E: Oral ibuprofen therapy
""",B,B,True,"The patient is a 76-year-old man presenting with low back pain, weakness, sharp and radiating pain with a burning quality, cough with blood-streaked sputum, weight loss, inability to walk without assistance, constipation, difficulty urinating, and a history of hypertension treated with enalapril. He has a significant smoking history. His vital signs are relatively stable, and his neurologic examination reveals decreased strength in the lower extremities, hyperreflexive deep tendon reflexes, a positive Babinski sign, and decreased sensation to pinprick below the T4 dermatome. The chest x-ray shows multiple round opacities of varying sizes in both lungs.

The combination of the patient's symptoms, including neurological deficits, weight loss, and the presence of multiple round opacities in the lungs on x-ray, suggests a possible diagnosis of metastatic cancer, likely from the lung given his smoking history. The presence of blood-streaked sputum and weight loss further supports this. The next step in management should focus on addressing the underlying cause, which is likely malignancy.

Option A (Radiation therapy) could be considered for treatment of metastatic cancer, but it is not the immediate next step before a definitive diagnosis is made.

Option B (Intravenous dexamethasone therapy) is a corticosteroid used to reduce inflammation and could be used to treat spinal cord compression, which is a possible complication of metastatic cancer to the spine. Given the patient's neurological symptoms and the presence of spinal cord compression, this would be an appropriate immediate treatment to reduce symptoms and prevent further damage.

Option C (Intravenous acyclovir therapy) is an antiviral medication used to treat infections such as herpes simplex virus and varicella-zoster virus. There is no indication from the information provided that the patient has a viral infection.

Option D (Intravenous ceftriaxone and azithromycin therapy) is used to treat bacterial infections, such as community-acquired pneumonia. While the patient does have lung opacities, the clinical picture is more suggestive of malignancy than an infectious process.

Option E (Oral ibuprofen therapy) is a nonsteroidal anti-inflammatory drug (NSAID) used for pain relief. While it may help with the patient's pain, it does not address the underlying cause and is not the most appropriate next step.

Given the clinical presentation and the need for urgent treatment of potential spinal cord compression, the most appropriate next step in management is to administer a corticosteroid to reduce inflammation and pressure on the spinal cord.

Therefore, the answer is (B) Intravenous dexamethasone therapy.",,,0.0,0.0
"Twelve hours after admission to the hospital because of a high-grade fever for 3 days, a 15-year-old boy has shortness of breath. During this period, he has had generalized malaise and a cough productive of moderate amounts of green sputum. For the past 10 days, he has had fever, a sore throat, and generalized aches; these symptoms initially improved, but worsened again over the past 5 days. His temperature is 38.7°C (101.7°F), pulse is 109/min, respirations are 27/min, and blood pressure is 100/70 mm Hg. Pulse oximetry on room air shows an oxygen saturation of 93%. There are decreased breath sounds and crackles heard over the upper right lung field. His hemoglobin concentration is 13.3 g/dL, leukocyte count is 15,000/mm3, and platelet count is 289,000/mm3. An x-ray of the chest shows a right upper-lobe infiltrate. Which of the following is the most likely cause of this patient's symptoms?

Options:
A: Streptococcus pneumoniae
B: Mycoplasma pneumoniae
C: Staphylococcus aureus
D: Chlamydophila pneumoniae
E: Haemophilus influenzae",A,A,True,"The patient is a 15-year-old boy with a history of high-grade fever for 3 days, shortness of breath, generalized malaise, cough productive of green sputum, and a 10-day history of fever, sore throat, and generalized aches. His symptoms initially improved but then worsened. His vital signs show fever, tachycardia, tachypnea, and mild hypoxemia. The physical exam reveals decreased breath sounds and crackles over the upper right lung field, and a chest x-ray confirms a right upper-lobe infiltrate.

The clinical presentation is consistent with community-acquired pneumonia (CAP). The presence of a lobar infiltrate on chest x-ray suggests a bacterial etiology. The most common causes of CAP in children and adolescents are Streptococcus pneumoniae and Staphylococcus aureus. Mycoplasma pneumoniae is more common in younger children and typically presents with a more indolent course and less severe symptoms. Chlamydophila pneumoniae is also more common in younger children and often presents with milder symptoms. Haemophilus influenzae is less likely given the clinical presentation and the fact that the patient's symptoms initially improved before worsening, which is more characteristic of non-typable H. influenzae.

Given the patient's age, the presence of lobar infiltrate, and the acute presentation with worsening symptoms, the most likely cause is Streptococcus pneumoniae.

Therefore, the answer is (A) Streptococcus pneumoniae.","Case

A three-year-old boy presents to the emergency department (ED) with fever and cough. On exam, he is breathing a little fast and his oxygen saturation is 94% on room air but otherwise appears comfortable. You appreciate some decreased breath sounds and crackles on your lung exam. You make a clinical diagnosis of community-acquired pneumonia (CAP) and plan to send him home with a 10-day course of amoxicillin. His mother asks you, “Last time he took antibiotics for that long, he had terrible diarrhea. Do you think we can do fewer days of antibiotics and still treat the pneumonia?”

Background
---
Case

A 3-year-old boy arrives at the emergency department (ED) with a high fever, rapid breathing, and lethargy. His parents state that he has had a fever and cough for the past three days. He tested positive for influenza two days ago but seems to be getting worse. On exam, he has crackles in his right lung field. His pulse oximeter reads 88% on room air. His heart rate is elevated. He looks sleepy but is clinging to his parents. A medical trainee you are working with asks, “He looks really sick. Is this pneumonia or could this be sepsis?”

Background",sgem-359.md | sgem-463.md,15.275654792785645,15.117982387542725
"An 8-year-old girl presents to the emergency department with respiratory distress, facial edema, and a skin rash after eating a buffet dinner with her family. She was born at 39 weeks via spontaneous vaginal delivery, has met all developmental milestones and is fully vaccinated. Past medical history is significant for mild allergies to pet dander and ragweed, as well as a severe peanut allergy. She also has asthma. She normally carries both an emergency inhaler and EpiPen but forgot them today. Family history is noncontributory. The vital signs include: blood pressure 112/87 mm Hg, heart rate 111/min, respiratory rate 25/min, and temperature 37.2°C (99.0°F). On physical examination, the patient has severe edema over her face and an audible stridor in both lungs. Of the following options, which is the most appropriate next step in the management of this patient?

Options:
A: IM epinephrine
B: oral diphenhydramine
C: IV epinephrine
D: extra-strength topical diphenhydramine
E: inhaled sodium cromolyn - mast cell stabilizer",A,A,True,"First, let's summarize the available information from the question:

- An 8-year-old girl with a history of severe peanut allergy and asthma
- Forgot her emergency inhaler and EpiPen
- Presenting with respiratory distress, facial edema, and a skin rash after eating
- Vital signs: BP 112/87 mm Hg, HR 111/min, RR 25/min, Temp 37.2°C
- Physical exam: Severe facial edema and audible stridor

Given the history of severe peanut allergy and the symptoms of respiratory distress and facial edema after eating, this presentation is suggestive of anaphylaxis, which is a severe, life-threatening allergic reaction. The most appropriate next step in the management of anaphylaxis is to administer epinephrine.

Now, let's evaluate the options:

A: IM epinephrine - This is the first-line treatment for anaphylaxis.
B: oral diphenhydramine - This is an antihistamine, which is not the first-line treatment for anaphylaxis.
C: IV epinephrine - While epinephrine is the treatment, it is typically administered IM in the case of anaphylaxis, not IV.
D: extra-strength topical diphenhydramine - This would not address the systemic reaction and is not appropriate for anaphylaxis.
E: inhaled sodium cromolyn - This is a mast cell stabilizer used for prophylaxis of asthma, not for acute anaphylaxis.

Given the urgency and the need for rapid onset of action, the most appropriate next step in management is intramuscular (IM) epinephrine.

Therefore, the answer is (A) IM epinephrine.","Case

Parents present to your community emergency department with their 6-month-old daughter. She has had a cough, fever, and “noisy breathing” for the past 24 hours. She is otherwise healthy, having had a previously uncomplicated prenatal, delivery, and post-natal course. Her immunizations are up to date. There is no family history of atopy or asthma. On exam, she is febrile at 38.4 Celsius, pulse 150bpm, respiratory rate 50bpm, and an oxygen saturation of 93% on room air. You even manage to get a blood pressure, which is 78/48. She has a lot of clear nasal discharge and mildly increased work of breathing, with subcostal indrawing. Her cardiac exam is unremarkable, but there is diffuse wheezing throughout the lungs bilaterally, which the parents say has never happened before. The remainder of her exam is reassuring.

Background",sgem-167.md,11.351508140563965,11.351508140563965
"A 35-year-old man presents to the emergency room due to shortness of breath that started an hour ago while playing football with some friends. He has had similar episodes in the past when he also had to be rushed to the hospital. Physical examination shows body temperature is 37.2°C (98.9°F), pulse rate is 100/min, respiratory rate is 28/min and blood pressure is 110/60 mm Hg. Also, it shows decreased breath sounds on both sides, the peak expiratory flow rate is 200 L/min and SpO2 is 89% on room air. The man is given an initial treatment with nebulization using an inhaled short-acting β-agonist. An arterial blood gas analysis shows the following:
pH 7.48
PaO2 59 mm Hg
PaCO2 26 mm Hg
HCO3- 26 mEq/L
After administering oxygen by mask, the man’s PaO2 increases to 75 mm Hg. Which of the following is the most likely cause of this patient’s condition?

Options:
A: Asthma attack
B: Carbon monoxide (CO) poisoning
C: Atelectasis
D: Neuromuscular disease
E: Acute respiratory distress syndrome (ARDS)",A,A,True,"First, let's summarize the available information from the question:

- The patient is a 35-year-old man.
- He presents with shortness of breath that started during physical activity.
- He has had similar episodes in the past.
- Physical examination: body temperature is normal, pulse rate is slightly elevated, respiratory rate is increased, and blood pressure is within normal range.
- Decreased breath sounds on both sides, peak expiratory flow rate is 200 L/min, and SpO2 is 89% on room air.
- The patient is treated with nebulization using an inhaled short-acting β-agonist.
- Arterial blood gas analysis shows:
  - pH 7.48 (slightly alkalotic)
  - PaO2 59 mm Hg (low)
  - PaCO2 26 mm Hg (normal to slightly low)
  - HCO3- 26 mEq/L (normal)
- After administering oxygen by mask, the man’s PaO2 increases to 75 mm Hg (still low).

Now, let's consider each option:

A: Asthma attack - Asthma can cause shortness of breath, decreased breath sounds, and an increase in respiratory rate. The patient's history of similar episodes and response to a short-acting β-agonist are consistent with an asthma attack.

B: Carbon monoxide (CO) poisoning - CO poisoning typically presents with a history of exposure, and it can cause decreased oxygen saturation. However, the patient's history and presentation do not suggest CO poisoning, and it would not typically cause an increase in respiratory rate.

C: Atelectasis - Atelectasis can cause shortness of breath and decreased breath sounds. However, it is less likely to cause recurrent episodes or respond to a short-acting β-agonist.

D: Neuromuscular disease - Neuromuscular diseases can cause respiratory distress, but they are less likely to cause episodic symptoms triggered by physical activity and would not typically respond to a short-acting β-agonist.

E: Acute respiratory distress syndrome (ARDS) - ARDS can cause severe shortness of breath and hypoxemia, but it is usually associated with a known precipitating factor such as infection or trauma, and it would not typically present with recurrent episodes triggered by physical activity.

Considering the patient's history, physical examination findings, and response to treatment, the most likely cause of this patient's condition is an asthma attack. Therefore, the answer is (A) Asthma attack.","Case

55-year-old man with a history of chronic obstructive pulmonary disease, asthma, and congestive heart failure calls 911 complaining of shortness of breath. Emergency Medical Services arrive to find a patient very short of breath, diaphoretic, and speaking only one-two word sentences. His respiratory rate is 40, heart rate is 110, O2 saturation 88%, and afebrile. He is clearly working hard to breathe. The paramedics decide to use non-invasive positive pressure ventilation on-route to support this man’s respiratory distress.

Background",sgem-96.md,11.027700424194336,11.027700424194336
"A 48-year-old homeless male is brought to the emergency department, by the police, for altered mental status. Past medical records are unavailable. A physical exam on admission reveals scleral icterus and a flapping tremor of the wrists during extension. The patient is admitted to the hospital and his treatment is started after appropriate investigation. The next morning on rounds, he complains of eleven episodes of diarrhea and near-constant flatulence overnight. His mental status has improved and his hand tremor has resolved. Which of the following medications did this patient most likely receive after admission?

Options:
A: Thiamine
B: Lactulose
C: Naloxone
D: Loperamide
E: Rifaximin",B,B,True,"The patient presented with altered mental status, scleral icterus, and a flapping tremor of the wrists, which are signs consistent with Wernicke's encephalopathy, a condition often seen in individuals with alcohol use disorder. Wernicke's encephalopathy is caused by a deficiency of thiamine (vitamin B1). The treatment for Wernicke's encephalopathy is thiamine replacement.

The improvement in the patient's mental status and resolution of the hand tremor after admission suggests that the treatment he received was effective. Given that he was also experiencing diarrhea and flatulence, it is possible that he was given a medication to help with these gastrointestinal symptoms.

Among the options provided:

A: Thiamine is the correct treatment for Wernicke's encephalopathy, but it would not typically cause diarrhea and flatulence.
B: Lactulose is a medication used to treat constipation and hepatic encephalopathy, and it can cause diarrhea.
C: Naloxone is an opioid antagonist and would not be indicated in this scenario.
D: Loperamide is an anti-diarrheal medication, which would not typically cause diarrhea.
E: Rifaximin is an antibiotic that is sometimes used to reduce the recurrence of hepatic encephalopathy, but it is not commonly associated with causing diarrhea.

Given that the patient's mental status improved and the hand tremor resolved, which indicates successful treatment of Wernicke's encephalopathy, and considering the new symptoms of diarrhea and flatulence, it is likely that the patient was given lactulose for the gastrointestinal symptoms. Lactulose can indeed cause diarrhea, which aligns with the patient's complaints.

Therefore, the answer is (B) Lactulose.",,,0.0,0.0
"A 67-year-old man is brought to the emergency department with sudden onset of slurred speech. The patient’s eldest daughter says that he couldn’t move his arm during the episode. Past medical history is significant for hypertension and a hemorrhagic stroke 6 years ago, which was treated surgically. After admission, the patient gets increasingly worse and loses consciousness. A noncontrast CT of the head shows a subarachnoid hemorrhage (SAH). The patient is taken to the operating room, where the SAH evacuated, and the vessel is repaired. Postoperatively, the patient is unresponsive. Several days later, a repeat CT of the head shows an enlarging aneurysm in a different vessel in the brain. The patient’s daughter is asked to consent to a non-emergent, life-saving operation since the patient is in a comatose state. She does not consent to the operation even though the physician stresses it would be life-saving. Upon further discussion, the physician finds out that the patient was abusive and neglectful to his children, and the daughter wants “to live in peace.” The patient has no written advanced directive. Which of the following is the most appropriate course of action?

Options:
A: Follow the daughter’s wishes to withhold the operation
B: Refer this case to the court
C: Contact another family member for consent
D: Perform the surgery without consent
E: Report the daughter to the police",C,B,False,"First, let's summarize the available information:
- A 67-year-old man with a history of hypertension and previous hemorrhagic stroke presents with sudden onset of slurred speech and inability to move his arm.
- He has since deteriorated and is now unresponsive.
- A noncontrast CT scan shows a subarachnoid hemorrhage (SAH), which was evacuated and the vessel repaired surgically.
- Postoperatively, the patient is unresponsive, and a repeat CT scan shows an enlarging aneurysm in a different vessel.
- The patient's daughter does not consent to a non-emergent, life-saving operation despite the physician's explanation.
- The patient has no written advanced directive, and the daughter states she does not want to consent because the patient was abusive and neglectful in the past.

Now, let's consider the options:

A: Follow the daughter’s wishes to withhold the operation - This option may be ethically problematic because it could result in withholding a life-saving treatment, and there is no clear indication that the patient's wishes are being respected.

B: Refer this case to the court - This could be an appropriate step if there is a dispute about the patient's wishes or if no family members can be found to make decisions on the patient's behalf.

C: Contact another family member for consent - There is no mention of other family members, and even if there were, consent should ideally come from the patient or a legally appointed decision-maker if the patient is incapacitated.

D: Perform the surgery without consent - This is generally not allowed unless it is an emergency where immediate life-saving treatment is necessary and consent cannot be obtained in time.

E: Report the daughter to the police - This is not an appropriate action unless there is evidence of criminal behavior, which is not indicated in the scenario provided.

Given the information, the most appropriate course of action would be to refer the case to the court (Option B) since the daughter's refusal to consent is based on personal issues with the patient, and there is no clear directive from the patient. The court can then make a decision based on the best interest of the patient and any legal precedents regarding consent in such cases.

Therefore, the answer is (B) Refer this case to the court.",What do I tell my patient? In this case we’d likely be speaking to the family members. I would tell them the patient had sustained a serious life threatening brain injury. We are doing everything we can to help. The CT scan shows a serious bleed in the brain. The neurosurgeons are taking him for emergency surgery now. They will be able to explain more once he is out of surgery.,sgem-150.md,13.447748184204102,13.447748184204102
"A 56-year-old man is brought to the emergency room after a motor vehicle accident. The patient’s vitals are as follows: blood pressure 80/40 mm Hg, heart rate 111/min, respiratory rate 39/min, and temperature 37.1°C (98.8℉). On physical examination, the patient is unconscious with a GCS of 9/15 and is cyanotic. There are open fractures of the left femur and left tibia, a likely shoulder dislocation, multiple contusions on the limbs and thorax, and a puncture wound on the left side of his chest. There are no breath sounds on the left side and there is hyperresonance to percussion on the left. Preparations are made for an emergency needle thoracostomy to be performed to treat this patient’s likely tension pneumothorax. Which one of the following is the best choice to provide informed consent for this procedure?

Options:
A: The patient’s closest relatives (spouse, child or parent), who must be brought to the hospital as fast as possible
B: One of the witnesses at the scene of the car accident, who should be brought to the hospital as fast as possible
C: The hospital ethics committee
D: Informed consent is not needed in this case
E: The hospital lawyer should immediately give temporary medical power of attorney to a member of the hospital ethics committee who will make all the medical decisions for the patient only until the patient is conscious again.",D,A,False,"The patient is unconscious with a Glasgow Coma Scale (GCS) of 9/15, indicating a severe injury and impaired consciousness. The patient is also cyanotic, which suggests inadequate oxygenation. The physical examination findings of no breath sounds on the left side and hyperresonance to percussion indicate a tension pneumothorax, a life-threatening condition that requires immediate intervention. An emergency needle thoracostomy (chest tube insertion) is indicated to treat the tension pneumothorax.

In an emergency situation where the patient is unable to provide consent due to unconsciousness and there is no time to wait for the patient to regain consciousness or for complex ethical considerations, the next of kin or a legally authorized representative should be contacted immediately to obtain consent on behalf of the patient. This is typically a family member, such as a spouse, child, or parent.

Option A, ""The patient’s closest relatives (spouse, child or parent), who must be brought to the hospital as fast as possible,"" is the most appropriate choice to provide informed consent for the emergency procedure, as they are the individuals who are legally authorized to give consent for the patient when the patient is incapacitated and unable to provide it themselves.

Option B, ""One of the witnesses at the scene of the car accident, who should be brought to the hospital as fast as possible,"" is not the best choice because while a witness may have the authority to consent for minor medical procedures, in an emergency situation like this where a life-threatening procedure is being performed, the closest family member should be contacted.

Option C, ""The hospital ethics committee,"" is not the correct choice because the ethics committee does not provide immediate consent for emergency procedures.

Option D, ""Informed consent is not needed in this case,"" is incorrect because informed consent is required for any medical procedure, even in emergency situations, unless the procedure is absolutely life-saving and there is no time to obtain consent.

Option E, ""The hospital lawyer should immediately give temporary medical power of attorney to a member of the hospital ethics committee who will make all the medical decisions for the patient only until the patient is conscious again,"" is not the correct process. While temporary medical power of attorney may be considered in some cases, it is not the standard procedure in an emergency situation, and the ethics committee is not the appropriate body to grant this authority.

Therefore, the answer is (A) The patient’s closest relatives (spouse, child or parent), who must be brought to the hospital as fast as possible.",,,0.0,0.0
"A 95-year-old woman who is a resident at a long term care facility, got up from her chair, tripped on a rug, and fell on her right knee. She could not get up without assistance and complained of severe pain in her right hip and buttock. The nurse who evaluated her tried to stand her up, but when the patient tried to stand on her right leg, she dropped her left hip and lost her balance. The nurse then recognized that her patient had a foreshortened right leg fixed in the adducted position and a large swelling in her right buttock. At the receiving hospital, the patient was confused and, though she knew her name, she couldn’t remember the date and insists to leave the hospital immediately to see her family. Past medical history includes diabetes, congestive heart failure, and incontinence. She is currently taking metformin, lisinopril, hydrochlorothiazide, metoprolol, and oxybutynin. Physical exam confirmed the nurse’s findings. Radiographs proved the presence of a right posterior hip dislocation without fractures. What medication is most likely associated with this patient’s confusion?

Options:
A: Metformin
B: Oxybutynin
C: Metoprolol
D: Lisinopril
E: Hydrochlorothiazide",B,B,True,"The patient is a 95-year-old woman who has had a fall and is now presenting with confusion. Her past medical history includes diabetes, congestive heart failure, and incontinence. The medications she is taking include metformin (for diabetes), lisinopril (for heart failure), hydrochlorothiazide (for blood pressure control), metoprolol (also for blood pressure and heart rate control), oxybutynin (for incontinence), and she is also on a medication that is not listed but is likely an analgesic or muscle relaxant given for her hip dislocation.

Confusion in the elderly can be caused by a variety of factors, including medication side effects, infections, metabolic disturbances, or injury. In this case, we are looking for a medication that could be associated with confusion.

Metformin is primarily used for diabetes and does not typically cause confusion. Lisinopril is an ACE inhibitor used for heart failure and hypertension, and while it can cause dizziness or hypotension, it is not commonly associated with confusion. Hydrochlorothiazide is a diuretic that can cause electrolyte imbalances leading to confusion, but it is less likely to be the cause in this scenario.

Metoprolol is a beta-blocker used for hypertension and heart rate control, and while it can cause fatigue or dizziness, it is not typically associated with confusion.

Oxybutynin is an anticholinergic medication used for incontinence. Anticholinergic medications are known to cross the blood-brain barrier and can cause confusion, especially in the elderly due to their increased blood-brain barrier permeability and sensitivity to anticholinergic side effects.

Given the patient's age, the presence of anticholinergic side effects (such as confusion), and the medication list, oxybutynin is the most likely cause of her confusion.

Therefore, the answer is (B) Oxybutynin.",,,0.0,0.0
"A 21-year-old woman presents to the emergency room with right arm pain and limited range of motion. She does not recall trauma to the arm. She also complains of diarrhea and nausea. She is sexually active with one male partner and admits to having pain during intercourse. There is vague and diffuse tenderness to palpation in all four abdominal quadrants. No erythema or edema is noted on the right arm. The fecal occult test is negative. Past records show that this patient has been in the ER 7 times in the past year with similar symptoms. Which of the following is the most likely diagnosis?

Options:
A: Ulcerative colitis
B: Illness anxiety disorder
C: Somatization disorder
D: Somatoform pain disorder
E: Conversion disorder",C,C,True,"The patient is a 21-year-old woman who presents with right arm pain and limited range of motion without recall of trauma, diarrhea, nausea, and dyspareunia (pain during intercourse). She has vague and diffuse tenderness in all four abdominal quadrants, and a negative fecal occult blood test. Her past medical history is significant for multiple emergency room visits with similar symptoms.

Let's evaluate the options:

A: Ulcerative colitis typically presents with bloody diarrhea, which is not mentioned in the case. Additionally, the fecal occult blood test is negative, making this diagnosis less likely.

B: Illness anxiety disorder, formerly known as hypochondriasis, involves preoccupation with having a serious illness based on misinterpretation of bodily symptoms. This patient's presentation does not suggest a preoccupation with having a serious illness but rather a pattern of seeking medical attention without clear medical findings.

C: Somatization disorder is part of the somatic symptom and related disorders category and is characterized by multiple physical complaints that are not fully explained by a medical condition, substance use, or another mental disorder. This patient's history of multiple ER visits with various complaints could fit this pattern.

D: Somatoform pain disorder is characterized by pain that is not explained by a medical condition, substance use, or another mental disorder. The pain is not intentionally produced or feigned, and it results in significant distress or impairment. This diagnosis could be considered, but it does not account for the full range of symptoms, including gastrointestinal and sexual function.

E: Conversion disorder involves neurological symptoms incompatible with neurological pathways but not explained by another medical or mental disorder. The lack of neurological symptoms in this case makes this diagnosis less likely.

Given the information, the most likely diagnosis is somatization disorder, as it encompasses the variety of physical complaints over time that are not fully explained by a medical condition and do not seem to be intentionally produced or feigned.

Therefore, the answer is (C) Somatization disorder.",,,0.0,0.0
"A 32-year-old woman comes to the emergency department because a 5-week history of abdominal pain and bloody diarrhea that has worsened in the past 24 hours. She was diagnosed with ulcerative colitis 1 year ago but has had difficulty complying with her drug regimen. Her temperature is 38.2°C (100.8°F), pulse is 120/min, and blood pressure is 92/56 mm Hg. Examination shows a distended, rigid abdomen and hypoactive bowel sounds. Fluid resuscitation is initiated. In addition to complete bowel rest, which of the following is the most appropriate next step in management of this patient?

Options:
A: Double-contrast barium enema
B: Abdominal CT scan with contrast
C: CT angiography
D: Abdominal x-ray
E: Colonoscopy",D,B,False,"The patient presents with a history of ulcerative colitis, abdominal pain, bloody diarrhea, fever, tachycardia, and hypotension, along with a distended, rigid abdomen and hypoactive bowel sounds. These symptoms are suggestive of a severe complication of ulcerative colitis, such as toxic megacolon or possible perforation.

A double-contrast barium enema (A) is not appropriate in this setting because it can exacerbate the condition if there is a perforation or severe distension.

An abdominal CT scan with contrast (B) is a good choice for evaluating the severity of colitis, identifying complications such as toxic megacolon or perforation, and assessing for abscesses or other complications.

CT angiography (C) is typically used to evaluate vascular complications such as ischemic colitis, but there is no indication of ischemia in this case (e.g., no mention of a sudden onset of pain or risk factors for mesenteric ischemia).

An abdominal x-ray (D) can be useful in the initial assessment, especially to look for signs of perforation (free air), but it is less informative than a CT scan for evaluating the severity of colitis and associated complications.

Colonoscopy (E) is generally avoided in the acute setting, especially if there is a concern for severe colitis or perforation, as it can worsen the condition.

Given the clinical presentation and the need to quickly assess for complications that could be life-threatening, such as perforation or toxic megacolon, a CT scan of the abdomen and pelvis with contrast is the most appropriate next step in management. Therefore, the answer is (B) Abdominal CT scan with contrast.",,,0.0,0.0
"A 55-year-old man recovering from knee replacement surgery complains of breathlessness in the postoperative ward. He has been confined to bed for the past 5 days and is under observation. He felt a sudden difficulty in breathing and called for the ward nurse. He says that he is unable to take deep breaths and has a sharp pain on the right side of his chest with each inspiration. His temperature is 37.5°C (99.8°F), the pulse is 111/min, the respirations are 31/min, and the blood pressure is 85/55 mm Hg. He experiences pain in his right calf on dorsiflexion. There are no other prominent findings on physical examination. His chest X-ray does not show anything significant. The ECG reveals sinus tachycardia. Which of the following is the best course of management at this time?

Options:
A: Subcutaneous fondaparinux
B: CT scan
C: Inferior vena cava filter
D: Ventilation-perfusion scan
E: Lower extremity doppler",A,D,False,"The patient is presenting with symptoms of breathlessness, sharp chest pain on inspiration, tachycardia, and hypotension. The fact that he has been confined to bed for the past 5 days following knee replacement surgery is significant, as it increases his risk for venous thromboembolism (VTE), including deep vein thrombosis (DVT) and pulmonary embolism (PE). The pain in his right calf on dorsiflexion could indicate a positive Homan's sign, which is suggestive of DVT. The chest X-ray is not significant, which means that a PE has not been ruled out by this imaging modality alone. The ECG shows sinus tachycardia, which can be a sign of PE.

Given the clinical scenario, the best course of management would be to address the potential life-threatening condition of PE. A CT pulmonary angiogram (CTPA) is the gold standard for diagnosing PE, but it is not listed as an option here. However, a ventilation-perfusion (V/Q) scan is a suitable alternative, especially if CTPA is contraindicated or not available. It can help diagnose PE by identifying mismatches in lung areas that are ventilated but not perfused.

Subcutaneous fondaparinux (A) is an anticoagulant that could be used in the management of DVT or PE, but it would not be the immediate next step without first confirming the diagnosis. An inferior vena cava filter (C) is used in patients who cannot be anticoagulated or have recurrent PE despite adequate anticoagulation, which is not the case here. Lower extremity doppler (E) could be used to diagnose DVT, but given the patient's acute symptoms and the need for immediate assessment of a potentially life-threatening PE, this would not be the best initial step.

Therefore, the answer is (D) Ventilation-perfusion scan.",,,0.0,0.0
"A 55-year-old man is brought to the emergency department with altered mental status. The patient is in acute distress and cannot provide history due to disorientation. Temperature is 38.7°C (101.6°F), blood pressure is 80/50 mm Hg, pulse is 103/min, respiratory rate is 22/min, and BMI is 20 kg/m2. On examination, his sclera and skin are icteric. On abdominal examination, the patient moans with deep palpation to his right upper quadrant.
Laboratory test
Complete blood count
Hemoglobin 14.5 g/dL
MCV 88 fl
Leukocytes 16,500/mm3
Platelets 170,000/mm3
Basic metabolic panel
Serum Na+ 147 mEq/L
Serum K+ 3.8 mEq/L
Serum Cl- 106 mEq/L
Serum HCO3- 25 mEq/L
BUN 30 mg/dL
Serum creatinine 1.2 mg/dL
Liver function test
Total bilirubin 2.8 mg/dL
AST 50 U/L
ALT 65 U/L
ALP 180 U/L
The patient is treated urgently with intravenous fluid, dopamine, and broad spectrum antibiotics. The patient’s blood pressure improves to 101/70 mm Hg. On ultrasound of the abdomen, the common bile duct is dilated. What is the best next step in the management of this patient?

Options:
A: ERCP
B: Close monitoring
C: MRCP
D: Percutaneous transhepatic cholangiogram
E: CT abdomen",A,A,True,"Summary of available information:
- 55-year-old man with altered mental status and acute distress
- Fever (38.7°C) and hypotension (80/50 mm Hg)
- Tachycardia (pulse 103/min), normal respiratory rate (22/min), and normal BMI (20 kg/m2)
- Icteric sclera and skin
- Moaning with deep palpation to the right upper quadrant
- Lab tests show leukocytosis (white blood cell count of 16,500/mm3) and elevated total bilirubin (2.8 mg/dL)
- Mildly elevated AST and ALT, significantly elevated ALP
- Improvement in blood pressure after treatment
- Dilated common bile duct on abdominal ultrasound

The patient's presentation with fever, hypotension, altered mental status, and right upper quadrant pain, along with the lab findings of leukocytosis and elevated bilirubin, suggest an infectious process, likely cholangitis. The dilated common bile duct on ultrasound further supports this diagnosis.

The best next step in the management of a patient with suspected cholangitis and a dilated common bile duct is to relieve the obstruction and drain the infected biliary tree. An ERCP (Endoscopic Retrograde Cholangiopancreatography) is the procedure of choice as it allows for both diagnosis and therapeutic intervention, including the removal of gallstones or the placement of stents if necessary.

Therefore, the answer is (A) ERCP.",,,0.0,0.0
